Sexo	Nivel de formación alcanzado	Edad	Periodo	Total
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2017	127,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2016	123,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2015	126,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2014	113,3
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2023	198,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2022	200,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2021	202,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2020	207,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2019	210,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2018	218,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2017	191,3
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2016	204,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2015	194,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2014	196,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2023	260,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2022	239
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2021	247,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2020	238,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2019	245
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2018	249,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2017	248,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2016	263,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2015	261,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2014	239,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2023	280
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2022	289,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2021	285,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2020	261
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2019	270
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2018	272,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2017	263,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2016	256,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2015	268,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2014	248,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2023	300,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2022	310,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2021	295,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2020	282,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2019	279,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2018	281,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2017	254,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2016	252
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2015	239,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2014	233,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2023	297,3
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2022	276,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2021	291,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2020	269
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2019	259,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2018	266,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2017	272,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2016	253,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2015	241,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2014	226,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2023	284,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2022	261,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2021	263,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2020	264,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2019	269,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2018	261,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2017	233,3
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2016	212,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2015	204,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2014	180,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2023	251,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2022	226,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2021	209,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2020	210,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2019	193
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2018	181
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2017	160,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2016	142,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2015	113,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2014	105,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2023	141,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2022	125,3
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2021	106,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2020	88,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2019	75,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2018	63,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2017	60,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2016	61,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2015	50,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2014	44,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2023	15,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2022	9,5
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2021	9,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2020	8,6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2019	6,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2018	6
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2017	3,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2016	3,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2015	2,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2014	2,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2023	1,9
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2022	2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2021	3,1
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2020	0,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2019	1,8
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2018	1,4
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2017	0,2
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2016	0,7
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2015	0,3
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2014	0,3
Ambos sexos	Educación superior	Total	2023	9.812,7
Ambos sexos	Educación superior	Total	2022	9.451,2
Ambos sexos	Educación superior	Total	2021	9.115,4
Ambos sexos	Educación superior	Total	2020	8.732
Ambos sexos	Educación superior	Total	2019	8.662,4
Ambos sexos	Educación superior	Total	2018	8.295
Ambos sexos	Educación superior	Total	2017	7.992,4
Ambos sexos	Educación superior	Total	2016	7.721,3
Ambos sexos	Educación superior	Total	2015	7.480,6
Ambos sexos	Educación superior	Total	2014	7.286,8
Ambos sexos	Educación superior	De 16 a 19 años	2023	3,9
Ambos sexos	Educación superior	De 16 a 19 años	2022	2,7
Ambos sexos	Educación superior	De 16 a 19 años	2021	2,2
Ambos sexos	Educación superior	De 16 a 19 años	2020	1,7
Ambos sexos	Educación superior	De 16 a 19 años	2019	2,5
Ambos sexos	Educación superior	De 16 a 19 años	2018	2,3
Ambos sexos	Educación superior	De 16 a 19 años	2017	1,2
Ambos sexos	Educación superior	De 16 a 19 años	2016	2,1
Ambos sexos	Educación superior	De 16 a 19 años	2015	1,5
Ambos sexos	Educación superior	De 16 a 19 años	2014	1,1
Ambos sexos	Educación superior	De 20 a 24 años	2023	394,6
Ambos sexos	Educación superior	De 20 a 24 años	2022	370,6
Ambos sexos	Educación superior	De 20 a 24 años	2021	324,7
Ambos sexos	Educación superior	De 20 a 24 años	2020	271,7
Ambos sexos	Educación superior	De 20 a 24 años	2019	273
Ambos sexos	Educación superior	De 20 a 24 años	2018	278,6
Ambos sexos	Educación superior	De 20 a 24 años	2017	264
Ambos sexos	Educación superior	De 20 a 24 años	2016	230,6
Ambos sexos	Educación superior	De 20 a 24 años	2015	209,9
Ambos sexos	Educación superior	De 20 a 24 años	2014	197
Ambos sexos	Educación superior	De 25 a 29 años	2023	1.091,1
Ambos sexos	Educación superior	De 25 a 29 años	2022	996,5
Ambos sexos	Educación superior	De 25 a 29 años	2021	940,6
Ambos sexos	Educación superior	De 25 a 29 años	2020	888,9
Ambos sexos	Educación superior	De 25 a 29 años	2019	905,8
Ambos sexos	Educación superior	De 25 a 29 años	2018	857,9
Ambos sexos	Educación superior	De 25 a 29 años	2017	804,3
Ambos sexos	Educación superior	De 25 a 29 años	2016	746,1
Ambos sexos	Educación superior	De 25 a 29 años	2015	744,7
Ambos sexos	Educación superior	De 25 a 29 años	2014	728,3
Ambos sexos	Educación superior	De 30 a 34 años	2023	1.227,1
Ambos sexos	Educación superior	De 30 a 34 años	2022	1.148,9
Ambos sexos	Educación superior	De 30 a 34 años	2021	1.042,3
Ambos sexos	Educación superior	De 30 a 34 años	2020	978,8
Ambos sexos	Educación superior	De 30 a 34 años	2019	1.029
Ambos sexos	Educación superior	De 30 a 34 años	2018	983,2
Ambos sexos	Educación superior	De 30 a 34 años	2017	968,9
Ambos sexos	Educación superior	De 30 a 34 años	2016	971,8
Ambos sexos	Educación superior	De 30 a 34 años	2015	1.034,4
Ambos sexos	Educación superior	De 30 a 34 años	2014	1.110,9
Ambos sexos	Educación superior	De 35 a 39 años	2023	1.180,7
Ambos sexos	Educación superior	De 35 a 39 años	2022	1.158,3
Ambos sexos	Educación superior	De 35 a 39 años	2021	1.184,3
Ambos sexos	Educación superior	De 35 a 39 años	2020	1.196,9
Ambos sexos	Educación superior	De 35 a 39 años	2019	1.269,6
Ambos sexos	Educación superior	De 35 a 39 años	2018	1.309,3
Ambos sexos	Educación superior	De 35 a 39 años	2017	1.377,9
Ambos sexos	Educación superior	De 35 a 39 años	2016	1.428,1
Ambos sexos	Educación superior	De 35 a 39 años	2015	1.456,9
Ambos sexos	Educación superior	De 35 a 39 años	2014	1.461,9
Ambos sexos	Educación superior	De 40 a 44 años	2023	1.431,1
Ambos sexos	Educación superior	De 40 a 44 años	2022	1.463
Ambos sexos	Educación superior	De 40 a 44 años	2021	1.542,8
Ambos sexos	Educación superior	De 40 a 44 años	2020	1.544,6
Ambos sexos	Educación superior	De 40 a 44 años	2019	1.558,8
Ambos sexos	Educación superior	De 40 a 44 años	2018	1.547,5
Ambos sexos	Educación superior	De 40 a 44 años	2017	1.487,2
Ambos sexos	Educación superior	De 40 a 44 años	2016	1.428,1
Ambos sexos	Educación superior	De 40 a 44 años	2015	1.327,7
Ambos sexos	Educación superior	De 40 a 44 años	2014	1.257,6
Ambos sexos	Educación superior	De 45 a 49 años	2023	1.586,1
Ambos sexos	Educación superior	De 45 a 49 años	2022	1.547,6
Ambos sexos	Educación superior	De 45 a 49 años	2021	1.452,6
Ambos sexos	Educación superior	De 45 a 49 años	2020	1.373,4
Ambos sexos	Educación superior	De 45 a 49 años	2019	1.342,9
Ambos sexos	Educación superior	De 45 a 49 años	2018	1.248,7
Ambos sexos	Educación superior	De 45 a 49 años	2017	1.146,4
Ambos sexos	Educación superior	De 45 a 49 años	2016	1.104,3
Ambos sexos	Educación superior	De 45 a 49 años	2015	1.001
Ambos sexos	Educación superior	De 45 a 49 años	2014	972,9
Ambos sexos	Educación superior	De 50 a 54 años	2023	1.244,4
Ambos sexos	Educación superior	De 50 a 54 años	2022	1.212,6
Ambos sexos	Educación superior	De 50 a 54 años	2021	1.153,4
Ambos sexos	Educación superior	De 50 a 54 años	2020	1.093
Ambos sexos	Educación superior	De 50 a 54 años	2019	1.039,1
Ambos sexos	Educación superior	De 50 a 54 años	2018	957
Ambos sexos	Educación superior	De 50 a 54 años	2017	913,8
Ambos sexos	Educación superior	De 50 a 54 años	2016	858,6
Ambos sexos	Educación superior	De 50 a 54 años	2015	809,1
Ambos sexos	Educación superior	De 50 a 54 años	2014	762,7
Ambos sexos	Educación superior	De 55 a 59 años	2023	950,7
Ambos sexos	Educación superior	De 55 a 59 años	2022	907,1
Ambos sexos	Educación superior	De 55 a 59 años	2021	861,4
Ambos sexos	Educación superior	De 55 a 59 años	2020	831,6
Ambos sexos	Educación superior	De 55 a 59 años	2019	785,3
Ambos sexos	Educación superior	De 55 a 59 años	2018	698,5
Ambos sexos	Educación superior	De 55 a 59 años	2017	647
Ambos sexos	Educación superior	De 55 a 59 años	2016	620,8
Ambos sexos	Educación superior	De 55 a 59 años	2015	579,8
Ambos sexos	Educación superior	De 55 a 59 años	2014	505
Ambos sexos	Educación superior	De 60 a 64 años	2023	575,3
Ambos sexos	Educación superior	De 60 a 64 años	2022	513,4
Ambos sexos	Educación superior	De 60 a 64 años	2021	492,7
Ambos sexos	Educación superior	De 60 a 64 años	2020	442,5
Ambos sexos	Educación superior	De 60 a 64 años	2019	368
Ambos sexos	Educación superior	De 60 a 64 años	2018	335,5
Ambos sexos	Educación superior	De 60 a 64 años	2017	313,9
Ambos sexos	Educación superior	De 60 a 64 años	2016	268,2
Ambos sexos	Educación superior	De 60 a 64 años	2015	255,5
Ambos sexos	Educación superior	De 60 a 64 años	2014	236,2
Ambos sexos	Educación superior	De 65 a 69 años	2023	104,1
Ambos sexos	Educación superior	De 65 a 69 años	2022	103
Ambos sexos	Educación superior	De 65 a 69 años	2021	94
Ambos sexos	Educación superior	De 65 a 69 años	2020	85,2
Ambos sexos	Educación superior	De 65 a 69 años	2019	62,4
Ambos sexos	Educación superior	De 65 a 69 años	2018	54,5
Ambos sexos	Educación superior	De 65 a 69 años	2017	51,9
Ambos sexos	Educación superior	De 65 a 69 años	2016	47,5
Ambos sexos	Educación superior	De 65 a 69 años	2015	43,6
Ambos sexos	Educación superior	De 65 a 69 años	2014	40,1
Ambos sexos	Educación superior	70 y más años	2023	23,5
Ambos sexos	Educación superior	70 y más años	2022	27,5
Ambos sexos	Educación superior	70 y más años	2021	24,5
Ambos sexos	Educación superior	70 y más años	2020	23,6
Ambos sexos	Educación superior	70 y más años	2019	26,1
Ambos sexos	Educación superior	70 y más años	2018	22,2
Ambos sexos	Educación superior	70 y más años	2017	15,7
Ambos sexos	Educación superior	70 y más años	2016	15
Ambos sexos	Educación superior	70 y más años	2015	16,5
Ambos sexos	Educación superior	70 y más años	2014	13
Hombres	Total	Total	2023	11.376,7
Hombres	Total	Total	2022	11.114,6
Hombres	Total	Total	2021	10.733,2
Hombres	Total	Total	2020	10.429,7
Hombres	Total	Total	2019	10.745,6
Hombres	Total	Total	2018	10.532
Hombres	Total	Total	2017	10.266,3
Hombres	Total	Total	2016	10.000,8
Hombres	Total	Total	2015	9.760,3
Hombres	Total	Total	2014	9.442,7
Hombres	Total	De 16 a 19 años	2023	94,7
Hombres	Total	De 16 a 19 años	2022	88,1
Hombres	Total	De 16 a 19 años	2021	72,4
Hombres	Total	De 16 a 19 años	2020	71
Hombres	Total	De 16 a 19 años	2019	90,1
Hombres	Total	De 16 a 19 años	2018	76,1
Hombres	Total	De 16 a 19 años	2017	69,9
Hombres	Total	De 16 a 19 años	2016	56,8
Hombres	Total	De 16 a 19 años	2015	51,9
Hombres	Total	De 16 a 19 años	2014	48,7
Hombres	Total	De 20 a 24 años	2023	564,5
Hombres	Total	De 20 a 24 años	2022	538,5
Hombres	Total	De 20 a 24 años	2021	467,5
Hombres	Total	De 20 a 24 años	2020	427,2
Hombres	Total	De 20 a 24 años	2019	491,2
Hombres	Total	De 20 a 24 años	2018	454,5
Hombres	Total	De 20 a 24 años	2017	418,3
Hombres	Total	De 20 a 24 años	2016	388,2
Hombres	Total	De 20 a 24 años	2015	374,8
Hombres	Total	De 20 a 24 años	2014	349,4
Hombres	Total	De 25 a 29 años	2023	967,5
Hombres	Total	De 25 a 29 años	2022	935
Hombres	Total	De 25 a 29 años	2021	853,5
Hombres	Total	De 25 a 29 años	2020	825
Hombres	Total	De 25 a 29 años	2019	887
Hombres	Total	De 25 a 29 años	2018	873,7
Hombres	Total	De 25 a 29 años	2017	842,8
Hombres	Total	De 25 a 29 años	2016	824,9
Hombres	Total	De 25 a 29 años	2015	805,5
Hombres	Total	De 25 a 29 años	2014	826
Hombres	Total	De 30 a 34 años	2023	1.166,4
Hombres	Total	De 30 a 34 años	2022	1.113,7
Hombres	Total	De 30 a 34 años	2021	1.065,7
Hombres	Total	De 30 a 34 años	2020	1.052,4
Hombres	Total	De 30 a 34 años	2019	1.131,8
Hombres	Total	De 30 a 34 años	2018	1.127,9
Hombres	Total	De 30 a 34 años	2017	1.129,8
Hombres	Total	De 30 a 34 años	2016	1.163,7
Hombres	Total	De 30 a 34 años	2015	1.200,3
Hombres	Total	De 30 a 34 años	2014	1.216,1
Hombres	Total	De 35 a 39 años	2023	1.299,6
Hombres	Total	De 35 a 39 años	2022	1.288,9
Hombres	Total	De 35 a 39 años	2021	1.308,3
Hombres	Total	De 35 a 39 años	2020	1.316,8
Hombres	Total	De 35 a 39 años	2019	1.421,8
Hombres	Total	De 35 a 39 años	2018	1.463,7
Hombres	Total	De 35 a 39 años	2017	1.516,3
Hombres	Total	De 35 a 39 años	2016	1.545,4
Hombres	Total	De 35 a 39 años	2015	1.554,1
Hombres	Total	De 35 a 39 años	2014	1.541,6
Hombres	Total	De 40 a 44 años	2023	1.588,9
Hombres	Total	De 40 a 44 años	2022	1.630,8
Hombres	Total	De 40 a 44 años	2021	1.644,5
Hombres	Total	De 40 a 44 años	2020	1.631,7
Hombres	Total	De 40 a 44 años	2019	1.696,3
Hombres	Total	De 40 a 44 años	2018	1.706,5
Hombres	Total	De 40 a 44 años	2017	1.668,8
Hombres	Total	De 40 a 44 años	2016	1.610
Hombres	Total	De 40 a 44 años	2015	1.574
Hombres	Total	De 40 a 44 años	2014	1.490,1
Hombres	Total	De 45 a 49 años	2023	1.747,9
Hombres	Total	De 45 a 49 años	2022	1.731,6
Hombres	Total	De 45 a 49 años	2021	1.681,9
Hombres	Total	De 45 a 49 años	2020	1.603,8
Hombres	Total	De 45 a 49 años	2019	1.615
Hombres	Total	De 45 a 49 años	2018	1.565,5
Hombres	Total	De 45 a 49 años	2017	1.504,9
Hombres	Total	De 45 a 49 años	2016	1.468,5
Hombres	Total	De 45 a 49 años	2015	1.410
Hombres	Total	De 45 a 49 años	2014	1.353,9
Hombres	Total	De 50 a 54 años	2023	1.570,7
Hombres	Total	De 50 a 54 años	2022	1.518,3
Hombres	Total	De 50 a 54 años	2021	1.491,8
Hombres	Total	De 50 a 54 años	2020	1.452,1
Hombres	Total	De 50 a 54 años	2019	1.451,6
Hombres	Total	De 50 a 54 años	2018	1.408,8
Hombres	Total	De 50 a 54 años	2017	1.366,4
Hombres	Total	De 50 a 54 años	2016	1.303,8
Hombres	Total	De 50 a 54 años	2015	1.245,4
Hombres	Total	De 50 a 54 años	2014	1.186,8
Hombres	Total	De 55 a 59 años	2023	1.346,5
Hombres	Total	De 55 a 59 años	2022	1.295,8
Hombres	Total	De 55 a 59 años	2021	1.238,1
Hombres	Total	De 55 a 59 años	2020	1.208,2
Hombres	Total	De 55 a 59 años	2019	1.186
Hombres	Total	De 55 a 59 años	2018	1.138,8
Hombres	Total	De 55 a 59 años	2017	1.080,6
Hombres	Total	De 55 a 59 años	2016	1.021,8
Hombres	Total	De 55 a 59 años	2015	953,3
Hombres	Total	De 55 a 59 años	2014	885,5
Hombres	Total	De 60 a 64 años	2023	846,9
Hombres	Total	De 60 a 64 años	2022	799,2
Hombres	Total	De 60 a 64 años	2021	744,6
Hombres	Total	De 60 a 64 años	2020	700
Hombres	Total	De 60 a 64 años	2019	651,9
Hombres	Total	De 60 a 64 años	2018	604,1
Hombres	Total	De 60 a 64 años	2017	564,3
Hombres	Total	De 60 a 64 años	2016	526,9
Hombres	Total	De 60 a 64 años	2015	506,7
Hombres	Total	De 60 a 64 años	2014	465,8
Hombres	Total	De 65 a 69 años	2023	142,3
Hombres	Total	De 65 a 69 años	2022	133,7
Hombres	Total	De 65 a 69 años	2021	125,4
Hombres	Total	De 65 a 69 años	2020	107,4
Hombres	Total	De 65 a 69 años	2019	86,6
Hombres	Total	De 65 a 69 años	2018	80,8
Hombres	Total	De 65 a 69 años	2017	79
Hombres	Total	De 65 a 69 años	2016	68,6
Hombres	Total	De 65 a 69 años	2015	62,8
Hombres	Total	De 65 a 69 años	2014	59,5
Hombres	Total	70 y más años	2023	40,6
Hombres	Total	70 y más años	2022	40,9
Hombres	Total	70 y más años	2021	39,4
Hombres	Total	70 y más años	2020	33,8
Hombres	Total	70 y más años	2019	36,2
Hombres	Total	70 y más años	2018	31,6
Hombres	Total	70 y más años	2017	25,4
Hombres	Total	70 y más años	2016	22
Hombres	Total	70 y más años	2015	21,6
Hombres	Total	70 y más años	2014	19,5
Hombres	Analfabetos	Total	2023	29,5
Hombres	Analfabetos	Total	2022	44,7
Hombres	Analfabetos	Total	2021	38,9
Hombres	Analfabetos	Total	2020	26,5
Hombres	Analfabetos	Total	2019	24,1
Hombres	Analfabetos	Total	2018	23,2
Hombres	Analfabetos	Total	2017	26,4
Hombres	Analfabetos	Total	2016	25,1
Hombres	Analfabetos	Total	2015	27,1
Hombres	Analfabetos	Total	2014	21,2
