Sexo	Tipo de contrato o relación laboral	Edad	Periodo	Total
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2019	18,3
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2018	15,9
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2017	13,8
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2016	9,2
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2015	9,4
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2014	9,5
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2013	7,1
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2012	7,5
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2011	10,4
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2010	12,9
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2009	15,1
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2008	20,2
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2007	26
Ambos sexos	Temporal: Estacional o de temporada	De 16 a 19 años	2006	23,1
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2023	40,2
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2022	43,9
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2021	37,3
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2020	36,9
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2019	50,7
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2018	50,6
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2017	46,1
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2016	44,4
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2015	44,4
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2014	46,3
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2013	45,5
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2012	40,4
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2011	42,9
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2010	43,6
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2009	39,6
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2008	53,3
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2007	64,8
Ambos sexos	Temporal: Estacional o de temporada	De 20 a 24 años	2006	58,5
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2023	31,6
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2022	35,2
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2021	43,3
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2020	45
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2019	48,6
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2018	50,4
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2017	41,9
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2016	44,5
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2015	43,2
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2014	45,9
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2013	48,9
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2012	46,4
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2011	52,3
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2010	48,1
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2009	46,1
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2008	61,9
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2007	65,7
Ambos sexos	Temporal: Estacional o de temporada	De 25 a 29 años	2006	62,3
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2023	52,1
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2022	51,3
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2021	66,2
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2020	73,8
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2019	84,7
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2018	95,7
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2017	80,8
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2016	80
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2015	87,1
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2014	93,3
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2013	89,9
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2012	88
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2011	92,9
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2010	88,2
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2009	89
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2008	89,2
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2007	91,3
Ambos sexos	Temporal: Estacional o de temporada	De 30 a 39 años	2006	96,5
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2023	47,8
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2022	61,3
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2021	72,9
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2020	69,4
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2019	81,5
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2018	83,6
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2017	74,7
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2016	64,3
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2015	68,4
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2014	77,2
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2013	71
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2012	63,8
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2011	66,9
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2010	63,3
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2009	63,1
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2008	63,6
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2007	70,7
Ambos sexos	Temporal: Estacional o de temporada	De 40 a 49 años	2006	67,5
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2023	36
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2022	35,3
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2021	38,2
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2020	45,1
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2019	46,4
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2018	49,5
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2017	42
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2016	37,9
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2015	37,4
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2014	41,5
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2013	31,8
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2012	27,6
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2011	26
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2010	26,9
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2009	25,1
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2008	27,1
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2007	34,7
Ambos sexos	Temporal: Estacional o de temporada	De 50 a 59 años	2006	28,8
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2023	11,3
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2022	9,4
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2021	12,4
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2020	8,2
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2019	11,1
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2018	9,3
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2017	5,8
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2016	6,8
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2015	6,3
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2014	6,1
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2013	4,8
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2012	5,5
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2011	5,2
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2010	5,4
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2009	5,7
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2008	6,6
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2007	8,1
Ambos sexos	Temporal: Estacional o de temporada	De 60 a 69 años	2006	6
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2023	0,1
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2022	0,3
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2021	0,1
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2020	..
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2019	0
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2018	0,2
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2017	..
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2016	0,1
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2015	0,3
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2014	..
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2013	..
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2012	0
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2011	0,1
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2010	0,2
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2009	0
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2008	0
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2007	0,4
Ambos sexos	Temporal: Estacional o de temporada	70 y más años	2006	0
Ambos sexos	Temporal: En periodo de prueba	Total	2023	56,3
Ambos sexos	Temporal: En periodo de prueba	Total	2022	58,1
Ambos sexos	Temporal: En periodo de prueba	Total	2021	48,6
Ambos sexos	Temporal: En periodo de prueba	Total	2020	35,9
Ambos sexos	Temporal: En periodo de prueba	Total	2019	50,7
Ambos sexos	Temporal: En periodo de prueba	Total	2018	46,8
Ambos sexos	Temporal: En periodo de prueba	Total	2017	40,6
Ambos sexos	Temporal: En periodo de prueba	Total	2016	38,4
Ambos sexos	Temporal: En periodo de prueba	Total	2015	33,7
Ambos sexos	Temporal: En periodo de prueba	Total	2014	29,2
Ambos sexos	Temporal: En periodo de prueba	Total	2013	30,2
Ambos sexos	Temporal: En periodo de prueba	Total	2012	32
Ambos sexos	Temporal: En periodo de prueba	Total	2011	37,7
Ambos sexos	Temporal: En periodo de prueba	Total	2010	38,9
Ambos sexos	Temporal: En periodo de prueba	Total	2009	43,2
Ambos sexos	Temporal: En periodo de prueba	Total	2008	77,4
Ambos sexos	Temporal: En periodo de prueba	Total	2007	96,6
Ambos sexos	Temporal: En periodo de prueba	Total	2006	78,8
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2023	3
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2022	3,3
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2021	1,2
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2020	0,7
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2019	1,2
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2018	2
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2017	1,9
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2016	0,9
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2015	1,1
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2014	1,3
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2013	0,5
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2012	0,7
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2011	2,6
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2010	2,3
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2009	2,4
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2008	6,4
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2007	7
Ambos sexos	Temporal: En periodo de prueba	De 16 a 19 años	2006	6,5
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2023	13,8
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2022	9,9
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2021	6,2
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2020	5,6
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2019	8
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2018	9,1
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2017	6,8
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2016	6,4
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2015	5,6
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2014	3,4
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2013	5,4
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2012	4,1
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2011	7
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2010	8,8
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2009	8,5
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2008	16,8
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2007	19,2
Ambos sexos	Temporal: En periodo de prueba	De 20 a 24 años	2006	17,1
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2023	8,1
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2022	10,8
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2021	9,2
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2020	8,8
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2019	11,3
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2018	8,2
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2017	8,2
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2016	7,3
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2015	8,7
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2014	5,7
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2013	7,4
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2012	10,3
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2011	7,2
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2010	8,7
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2009	9,9
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2008	18,5
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2007	24,2
Ambos sexos	Temporal: En periodo de prueba	De 25 a 29 años	2006	18,4
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2023	11,7
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2022	14,6
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2021	16,3
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2020	10,2
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2019	15,5
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2018	14
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2017	11,1
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2016	13,7
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2015	9,9
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2014	11,5
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2013	8,1
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2012	9,2
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2011	12,8
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2010	11,5
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2009	13,6
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2008	23,9
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2007	28,2
Ambos sexos	Temporal: En periodo de prueba	De 30 a 39 años	2006	23,1
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2023	13,1
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2022	12,3
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2021	11,1
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2020	7,6
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2019	10,9
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2018	8,2
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2017	8,7
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2016	7,3
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2015	5,2
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2014	5,2
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2013	6,7
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2012	5
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2011	4,6
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2010	5,6
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2009	6,9
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2008	8,4
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2007	13,4
Ambos sexos	Temporal: En periodo de prueba	De 40 a 49 años	2006	9,7
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2023	6,3
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2022	6,7
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2021	4,4
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2020	2,5
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2019	3,2
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2018	5
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2017	3,4
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2016	2,7
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2015	2,8
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2014	2
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2013	2
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2012	2,6
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2011	3,4
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2010	1,9
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2009	1,8
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2008	2,9
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2007	4
Ambos sexos	Temporal: En periodo de prueba	De 50 a 59 años	2006	3,2
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2023	0,4
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2022	0,5
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2021	0,2
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2020	0,4
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2019	0,7
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2018	0,2
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2017	0,5
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2016	0,2
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2015	0,4
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2014	..
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2013	0
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2012	0,2
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2011	0,1
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2010	0,2
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2009	0,1
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2008	0,4
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2007	0,5
Ambos sexos	Temporal: En periodo de prueba	De 60 a 69 años	2006	0,6
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2023	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2022	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2021	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2020	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2019	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2018	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2017	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2016	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2015	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2014	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2013	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2012	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2011	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2010	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2009	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2008	..
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2007	0,2
Ambos sexos	Temporal: En periodo de prueba	70 y más años	2006	0,2
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2023	762,3
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2022	737,2
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2021	642,3
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2020	562,2
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2019	588,5
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2018	574,8
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2017	526,8
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2016	493,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2015	443,4
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2014	402,5
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2013	363,7
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2012	405,1
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2011	452,9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2010	447,2
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2009	447,9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2008	458,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2007	437
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2006	425,7
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2023	9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2022	5,7
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2021	2,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2020	4,2
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2019	5
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2018	4,1
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2017	3,4
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2016	3,3
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2015	2,5
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2014	2,3
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2013	1,5
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2012	1,8
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2011	5,3
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2010	5,9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2009	5,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2008	5,9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2007	6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2006	9,8
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2023	56,8
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2022	49,7
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2021	44,3
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2020	37,8
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2019	37,9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2018	37,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2017	36,4
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2016	29
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2015	27,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2014	22,5
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2013	24,6
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2012	31,9
Ambos sexos	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2011	39,3
