Sexo	Edad	Nivel de formación alcanzado	Periodo	Total
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2015	262,8
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2014	305,2
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	104,4
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	111,1
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	126,1
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	121,7
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	109,7
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	120,4
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	135,6
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	168,2
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	194
Ambos sexos	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	218
Ambos sexos	De 30 a 44 años	Educación superior	2023	279,1
Ambos sexos	De 30 a 44 años	Educación superior	2022	278,8
Ambos sexos	De 30 a 44 años	Educación superior	2021	347,7
Ambos sexos	De 30 a 44 años	Educación superior	2020	397,5
Ambos sexos	De 30 a 44 años	Educación superior	2019	316,7
Ambos sexos	De 30 a 44 años	Educación superior	2018	334,7
Ambos sexos	De 30 a 44 años	Educación superior	2017	384,4
Ambos sexos	De 30 a 44 años	Educación superior	2016	462,4
Ambos sexos	De 30 a 44 años	Educación superior	2015	544,5
Ambos sexos	De 30 a 44 años	Educación superior	2014	616
Ambos sexos	De 45 a 54 años	Total	2023	661,8
Ambos sexos	De 45 a 54 años	Total	2022	736,3
Ambos sexos	De 45 a 54 años	Total	2021	779,7
Ambos sexos	De 45 a 54 años	Total	2020	782,8
Ambos sexos	De 45 a 54 años	Total	2019	763
Ambos sexos	De 45 a 54 años	Total	2018	821,3
Ambos sexos	De 45 a 54 años	Total	2017	924,6
Ambos sexos	De 45 a 54 años	Total	2016	1.036,4
Ambos sexos	De 45 a 54 años	Total	2015	1.159,6
Ambos sexos	De 45 a 54 años	Total	2014	1.241,1
Ambos sexos	De 45 a 54 años	Analfabetos	2023	7,2
Ambos sexos	De 45 a 54 años	Analfabetos	2022	11,7
Ambos sexos	De 45 a 54 años	Analfabetos	2021	10,7
Ambos sexos	De 45 a 54 años	Analfabetos	2020	6,2
Ambos sexos	De 45 a 54 años	Analfabetos	2019	8,3
Ambos sexos	De 45 a 54 años	Analfabetos	2018	8,5
Ambos sexos	De 45 a 54 años	Analfabetos	2017	9,9
Ambos sexos	De 45 a 54 años	Analfabetos	2016	12,7
Ambos sexos	De 45 a 54 años	Analfabetos	2015	14
Ambos sexos	De 45 a 54 años	Analfabetos	2014	19,8
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2023	15,6
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2022	18,3
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2021	16,4
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2020	14,6
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2019	21,9
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2018	30
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2017	29,9
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2016	37,7
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2015	44,4
Ambos sexos	De 45 a 54 años	Estudios primarios incompletos	2014	50,7
Ambos sexos	De 45 a 54 años	Educación primaria	2023	61,5
Ambos sexos	De 45 a 54 años	Educación primaria	2022	65,1
Ambos sexos	De 45 a 54 años	Educación primaria	2021	65
Ambos sexos	De 45 a 54 años	Educación primaria	2020	70,6
Ambos sexos	De 45 a 54 años	Educación primaria	2019	76,8
Ambos sexos	De 45 a 54 años	Educación primaria	2018	85,5
Ambos sexos	De 45 a 54 años	Educación primaria	2017	97,6
Ambos sexos	De 45 a 54 años	Educación primaria	2016	125,5
Ambos sexos	De 45 a 54 años	Educación primaria	2015	143,9
Ambos sexos	De 45 a 54 años	Educación primaria	2014	166,2
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2023	252,1
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2022	290
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2021	309,2
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2020	307,3
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2019	315,3
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2018	342,6
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2017	408,7
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2016	452,3
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2015	503,9
Ambos sexos	De 45 a 54 años	Primera etapa de educación secundaria y similar	2014	519,8
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2023	88,3
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2022	108,3
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2021	107,2
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2020	112,3
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2019	93,1
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2018	106,4
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2017	117,1
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2016	120,4
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2015	140,3
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2014	161,9
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	70,6
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	69,5
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	77,9
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	77,8
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	69,1
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	76,9
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	84
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	99,7
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	108,9
Ambos sexos	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	114,3
Ambos sexos	De 45 a 54 años	Educación superior	2023	166,5
Ambos sexos	De 45 a 54 años	Educación superior	2022	173,4
Ambos sexos	De 45 a 54 años	Educación superior	2021	193,2
Ambos sexos	De 45 a 54 años	Educación superior	2020	193,9
Ambos sexos	De 45 a 54 años	Educación superior	2019	178,4
Ambos sexos	De 45 a 54 años	Educación superior	2018	171,5
Ambos sexos	De 45 a 54 años	Educación superior	2017	177,5
Ambos sexos	De 45 a 54 años	Educación superior	2016	188
Ambos sexos	De 45 a 54 años	Educación superior	2015	204,2
Ambos sexos	De 45 a 54 años	Educación superior	2014	208,4
Ambos sexos	55 y más años	Total	2023	542
Ambos sexos	55 y más años	Total	2022	531,2
Ambos sexos	55 y más años	Total	2021	575,4
Ambos sexos	55 y más años	Total	2020	508,9
Ambos sexos	55 y más años	Total	2019	492
Ambos sexos	55 y más años	Total	2018	506,4
Ambos sexos	55 y más años	Total	2017	539,7
Ambos sexos	55 y más años	Total	2016	580,1
Ambos sexos	55 y más años	Total	2015	599,1
Ambos sexos	55 y más años	Total	2014	605,1
Ambos sexos	55 y más años	Analfabetos	2023	10,5
Ambos sexos	55 y más años	Analfabetos	2022	9,5
Ambos sexos	55 y más años	Analfabetos	2021	6,3
Ambos sexos	55 y más años	Analfabetos	2020	9,5
Ambos sexos	55 y más años	Analfabetos	2019	6,4
Ambos sexos	55 y más años	Analfabetos	2018	8,8
Ambos sexos	55 y más años	Analfabetos	2017	8,7
Ambos sexos	55 y más años	Analfabetos	2016	7,5
Ambos sexos	55 y más años	Analfabetos	2015	10,8
Ambos sexos	55 y más años	Analfabetos	2014	11,4
Ambos sexos	55 y más años	Estudios primarios incompletos	2023	17,4
Ambos sexos	55 y más años	Estudios primarios incompletos	2022	15,7
Ambos sexos	55 y más años	Estudios primarios incompletos	2021	23,2
Ambos sexos	55 y más años	Estudios primarios incompletos	2020	17,8
Ambos sexos	55 y más años	Estudios primarios incompletos	2019	21,4
Ambos sexos	55 y más años	Estudios primarios incompletos	2018	32,7
Ambos sexos	55 y más años	Estudios primarios incompletos	2017	33,1
Ambos sexos	55 y más años	Estudios primarios incompletos	2016	40,9
Ambos sexos	55 y más años	Estudios primarios incompletos	2015	41,2
Ambos sexos	55 y más años	Estudios primarios incompletos	2014	52,1
Ambos sexos	55 y más años	Educación primaria	2023	59,2
Ambos sexos	55 y más años	Educación primaria	2022	60,8
Ambos sexos	55 y más años	Educación primaria	2021	67,6
Ambos sexos	55 y más años	Educación primaria	2020	67,2
Ambos sexos	55 y más años	Educación primaria	2019	67,3
Ambos sexos	55 y más años	Educación primaria	2018	79,4
Ambos sexos	55 y más años	Educación primaria	2017	108,2
Ambos sexos	55 y más años	Educación primaria	2016	118,5
Ambos sexos	55 y más años	Educación primaria	2015	137,5
Ambos sexos	55 y más años	Educación primaria	2014	154,3
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2023	220,1
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2022	216,3
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2021	232,5
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2020	205,1
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2019	208
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2018	207,1
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2017	215,5
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2016	232
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2015	232,5
Ambos sexos	55 y más años	Primera etapa de educación secundaria y similar	2014	212,3
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2023	76,9
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2022	79,5
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2021	87,7
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2020	69,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2019	62,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2018	67,6
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2017	62,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2016	62,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2015	67,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria, con orientación general	2014	70,5
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	51,5
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	48,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	52,4
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	41,1
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	40,8
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	34,9
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	40,4
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	37,6
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	31,1
Ambos sexos	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	29,9
Ambos sexos	55 y más años	Educación superior	2023	106,4
Ambos sexos	55 y más años	Educación superior	2022	100,6
Ambos sexos	55 y más años	Educación superior	2021	105,8
Ambos sexos	55 y más años	Educación superior	2020	98,4
Ambos sexos	55 y más años	Educación superior	2019	85,4
Ambos sexos	55 y más años	Educación superior	2018	75,8
Ambos sexos	55 y más años	Educación superior	2017	71
Ambos sexos	55 y más años	Educación superior	2016	80,9
Ambos sexos	55 y más años	Educación superior	2015	78,2
Ambos sexos	55 y más años	Educación superior	2014	74,4
Hombres	Total	Total	2023	1.358,1
Hombres	Total	Total	2022	1.429,3
Hombres	Total	Total	2021	1.634,6
Hombres	Total	Total	2020	1.679,3
Hombres	Total	Total	2019	1.527,8
Hombres	Total	Total	2018	1.674,6
Hombres	Total	Total	2017	1.905,8
Hombres	Total	Total	2016	2.213
Hombres	Total	Total	2015	2.559,3
Hombres	Total	Total	2014	2.916,5
Hombres	Total	Analfabetos	2023	12,9
Hombres	Total	Analfabetos	2022	16,9
Hombres	Total	Analfabetos	2021	11,2
Hombres	Total	Analfabetos	2020	9
Hombres	Total	Analfabetos	2019	10,8
Hombres	Total	Analfabetos	2018	14,9
Hombres	Total	Analfabetos	2017	14,2
Hombres	Total	Analfabetos	2016	12,9
Hombres	Total	Analfabetos	2015	18,3
Hombres	Total	Analfabetos	2014	25,5
Hombres	Total	Estudios primarios incompletos	2023	26
Hombres	Total	Estudios primarios incompletos	2022	31,8
Hombres	Total	Estudios primarios incompletos	2021	35,5
Hombres	Total	Estudios primarios incompletos	2020	33,9
Hombres	Total	Estudios primarios incompletos	2019	42,8
Hombres	Total	Estudios primarios incompletos	2018	57,4
Hombres	Total	Estudios primarios incompletos	2017	59,2
Hombres	Total	Estudios primarios incompletos	2016	70
Hombres	Total	Estudios primarios incompletos	2015	89,5
Hombres	Total	Estudios primarios incompletos	2014	93,9
Hombres	Total	Educación primaria	2023	146,7
Hombres	Total	Educación primaria	2022	143
Hombres	Total	Educación primaria	2021	151,6
Hombres	Total	Educación primaria	2020	152,1
Hombres	Total	Educación primaria	2019	165,2
Hombres	Total	Educación primaria	2018	190
Hombres	Total	Educación primaria	2017	233,8
Hombres	Total	Educación primaria	2016	297,1
Hombres	Total	Educación primaria	2015	333,6
Hombres	Total	Educación primaria	2014	399,7
Hombres	Total	Primera etapa de educación secundaria y similar	2023	522
Hombres	Total	Primera etapa de educación secundaria y similar	2022	572,1
Hombres	Total	Primera etapa de educación secundaria y similar	2021	645,9
Hombres	Total	Primera etapa de educación secundaria y similar	2020	662,7
Hombres	Total	Primera etapa de educación secundaria y similar	2019	627,6
Hombres	Total	Primera etapa de educación secundaria y similar	2018	701,8
Hombres	Total	Primera etapa de educación secundaria y similar	2017	834,8
Hombres	Total	Primera etapa de educación secundaria y similar	2016	952,2
Hombres	Total	Primera etapa de educación secundaria y similar	2015	1.100,8
Hombres	Total	Primera etapa de educación secundaria y similar	2014	1.233,3
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2023	190,3
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2022	205,4
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2021	223
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2020	240,3
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2019	199,7
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2018	227
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2017	236,6
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2016	264,9
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2015	317,3
Hombres	Total	Segunda etapa de educación secundaria, con orientación general	2014	363,6
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	159
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	153,1
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	185,6
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	169,5
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	149,1
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	153,6
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	177,6
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	204
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	237,6
Hombres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	256,7
Hombres	Total	Educación superior	2023	301,3
Hombres	Total	Educación superior	2022	307,1
Hombres	Total	Educación superior	2021	381,6
Hombres	Total	Educación superior	2020	411,7
Hombres	Total	Educación superior	2019	332,6
Hombres	Total	Educación superior	2018	330
Hombres	Total	Educación superior	2017	349,5
Hombres	Total	Educación superior	2016	412
Hombres	Total	Educación superior	2015	462,2
Hombres	Total	Educación superior	2014	543,8
Hombres	De 16 a 19 años	Total	2023	72,4
Hombres	De 16 a 19 años	Total	2022	73,1
Hombres	De 16 a 19 años	Total	2021	71,4
Hombres	De 16 a 19 años	Total	2020	71,3
Hombres	De 16 a 19 años	Total	2019	67,5
Hombres	De 16 a 19 años	Total	2018	75,2
Hombres	De 16 a 19 años	Total	2017	82,5
Hombres	De 16 a 19 años	Total	2016	81,1
Hombres	De 16 a 19 años	Total	2015	95,1
Hombres	De 16 a 19 años	Total	2014	93,4
Hombres	De 16 a 19 años	Analfabetos	2023	..
Hombres	De 16 a 19 años	Analfabetos	2022	..
Hombres	De 16 a 19 años	Analfabetos	2021	..
Hombres	De 16 a 19 años	Analfabetos	2020	0
Hombres	De 16 a 19 años	Analfabetos	2019	0
Hombres	De 16 a 19 años	Analfabetos	2018	0
Hombres	De 16 a 19 años	Analfabetos	2017	0
Hombres	De 16 a 19 años	Analfabetos	2016	0
Hombres	De 16 a 19 años	Analfabetos	2015	0
Hombres	De 16 a 19 años	Analfabetos	2014	0
Hombres	De 16 a 19 años	Estudios primarios incompletos	2023	0
Hombres	De 16 a 19 años	Estudios primarios incompletos	2022	0,4
Hombres	De 16 a 19 años	Estudios primarios incompletos	2021	0,2
Hombres	De 16 a 19 años	Estudios primarios incompletos	2020	0,1
Hombres	De 16 a 19 años	Estudios primarios incompletos	2019	0,9
Hombres	De 16 a 19 años	Estudios primarios incompletos	2018	1
Hombres	De 16 a 19 años	Estudios primarios incompletos	2017	0,7
Hombres	De 16 a 19 años	Estudios primarios incompletos	2016	0,5
Hombres	De 16 a 19 años	Estudios primarios incompletos	2015	0,6
Hombres	De 16 a 19 años	Estudios primarios incompletos	2014	0,2
Hombres	De 16 a 19 años	Educación primaria	2023	8,3
Hombres	De 16 a 19 años	Educación primaria	2022	9,1
Hombres	De 16 a 19 años	Educación primaria	2021	7,6
Hombres	De 16 a 19 años	Educación primaria	2020	8,9
Hombres	De 16 a 19 años	Educación primaria	2019	9,5
Hombres	De 16 a 19 años	Educación primaria	2018	11,1
Hombres	De 16 a 19 años	Educación primaria	2017	12,9
Hombres	De 16 a 19 años	Educación primaria	2016	13
Hombres	De 16 a 19 años	Educación primaria	2015	15,6
Hombres	De 16 a 19 años	Educación primaria	2014	15
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2023	40,9
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2022	44,2
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2021	41
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2020	41,9
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2019	41
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2018	45,1
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2017	51,8
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2016	52,3
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2015	61,5
Hombres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2014	58,9
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2023	11,8
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2022	11
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2021	11,6
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2020	10
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2019	8,9
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2018	9,5
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2017	9,8
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2016	8,9
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2015	9,8
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2014	10,1
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	10,3
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	7,8
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	10,8
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	9,5
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	7
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	7,6
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	7
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	6,3
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	7,4
Hombres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	8,8
Hombres	De 16 a 19 años	Educación superior	2023	1
Hombres	De 16 a 19 años	Educación superior	2022	0,6
Hombres	De 16 a 19 años	Educación superior	2021	0,3
Hombres	De 16 a 19 años	Educación superior	2020	0,9
Hombres	De 16 a 19 años	Educación superior	2019	0,3
Hombres	De 16 a 19 años	Educación superior	2018	0,9
Hombres	De 16 a 19 años	Educación superior	2017	0,2
Hombres	De 16 a 19 años	Educación superior	2016	0,2
Hombres	De 16 a 19 años	Educación superior	2015	0,2
Hombres	De 16 a 19 años	Educación superior	2014	0,4
Hombres	De 20 a 24 años	Total	2023	194,5
Hombres	De 20 a 24 años	Total	2022	178,5
Hombres	De 20 a 24 años	Total	2021	206,8
Hombres	De 20 a 24 años	Total	2020	222,4
Hombres	De 20 a 24 años	Total	2019	192,7
Hombres	De 20 a 24 años	Total	2018	213,6
Hombres	De 20 a 24 años	Total	2017	236,9
Hombres	De 20 a 24 años	Total	2016	269,2
Hombres	De 20 a 24 años	Total	2015	309
Hombres	De 20 a 24 años	Total	2014	363,2
Hombres	De 20 a 24 años	Analfabetos	2023	..
Hombres	De 20 a 24 años	Analfabetos	2022	1,4
Hombres	De 20 a 24 años	Analfabetos	2021	..
Hombres	De 20 a 24 años	Analfabetos	2020	0
Hombres	De 20 a 24 años	Analfabetos	2019	0,1
Hombres	De 20 a 24 años	Analfabetos	2018	0,6
Hombres	De 20 a 24 años	Analfabetos	2017	0,2
Hombres	De 20 a 24 años	Analfabetos	2016	0,1
Hombres	De 20 a 24 años	Analfabetos	2015	0,4
Hombres	De 20 a 24 años	Analfabetos	2014	0,2
Hombres	De 20 a 24 años	Estudios primarios incompletos	2023	1,7
Hombres	De 20 a 24 años	Estudios primarios incompletos	2022	0,1
Hombres	De 20 a 24 años	Estudios primarios incompletos	2021	0,3
Hombres	De 20 a 24 años	Estudios primarios incompletos	2020	1,5
Hombres	De 20 a 24 años	Estudios primarios incompletos	2019	2,7
Hombres	De 20 a 24 años	Estudios primarios incompletos	2018	1,6
Hombres	De 20 a 24 años	Estudios primarios incompletos	2017	2,4
Hombres	De 20 a 24 años	Estudios primarios incompletos	2016	2,7
Hombres	De 20 a 24 años	Estudios primarios incompletos	2015	2,8
Hombres	De 20 a 24 años	Estudios primarios incompletos	2014	3,2
Hombres	De 20 a 24 años	Educación primaria	2023	16,7
Hombres	De 20 a 24 años	Educación primaria	2022	11,8
Hombres	De 20 a 24 años	Educación primaria	2021	12
Hombres	De 20 a 24 años	Educación primaria	2020	14,5
Hombres	De 20 a 24 años	Educación primaria	2019	15,5
Hombres	De 20 a 24 años	Educación primaria	2018	18,6
Hombres	De 20 a 24 años	Educación primaria	2017	19
Hombres	De 20 a 24 años	Educación primaria	2016	24,3
Hombres	De 20 a 24 años	Educación primaria	2015	30,4
Hombres	De 20 a 24 años	Educación primaria	2014	44,8
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2023	61,2
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2022	61,7
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2021	67,9
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2020	84,3
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2019	74,9
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2018	88,4
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2017	100,3
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2016	118,5
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2015	135,5
Hombres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2014	160,6
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2023	35,4
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2022	39,4
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2021	39,5
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2020	42,6
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2019	33,7
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2018	37,5
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2017	37,9
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2016	39,9
